0,1
2021-10-21,"#WPS CS Omamo quoted t/ words of the late Thomas Sankara ""I hear the roar of women's silence; I sense the rumble of their storm""
She emphasized ""we must ensure t/ roar of women at t/ grassroots is heard their contribution valued their aspirations seen &amp; captured in t/ WPS Agenda"
2021-10-21,"""It is necessary to uplift and amplify the voices of women in the field and bolster their contribution in conflict prevention and peace making by investing in women across the peace building and peace keeping continuum"" - Amb. Raychelle Omamo
#WPS
#KenyainUNSC"
2021-10-20,"1/2  CS @ForeignOfficeKE Amb. Raychelle Omamo held talks with Mr. Artul Khare, Under Secretary General for the Department of Operational Support  at the UN headquarters in New York, USA. Discussions focused on Kenya's support to the Humanitarian and Logistics Hub.
#KenyainUNSC"
2021-10-20,CS Amb Raychelle Omamo briefed the press at a Media Stakeout following the #SecurityCouncil High-Level debate on the #GreatLakesRegion. The debate was Kenya’s second HL event and the first of the two Ministerial-level meetings that CS will be chairing during #KenyaUNSCPresidency
2021-10-20,2/ The CS applauded the resilience and determination of the region to surmount its challenges and move forward witnessed by the recent high level regional interventions to improve and bolster bilateral relations in order to end the pervasive cycles of hardship and conflict.
2021-10-16,"1/  PS @AmbMKamau addressed the Arria Formula meeting on Haiti on the theme ""Beyond the Inconvenient Truths About Under-Development in Haiti :Seeking Pan-AFrican Solutions/Pathways and Supporting National Dialogue and Reconciliation""
#KenyainUNSC
#KenyaASafePairofHandsforAfrica"
2021-10-15,"2/3  @AmbMKimani echoed the call in the Secretary General’s report for the provision of an enabling environment for the safe, dignified and sustainable return and reintegration of all internally displaced persons and returnees into Kosovo society.
#KenyainUNSC"
2021-10-14,"1/3  @AmbMKimani PR @KenyaMissionUN chaired the Briefing and Consultations on Colombia Peace Process at the #UN #SecurityCouncil today.

#KenyainUNSC
#KenyaASafePairofHandsforAfrica
@KenyaMissionUN"
2021-10-12,"President Paul Kagame of the Republic of Rwanda urged the #UNSC to work together in International Peace building.
#KenyachairsUNSC
#KenyaASafePairofHandsforAfrica"
2021-10-09,"#KenyainUNSC
#KenyaASafePairofHandsForAfrica
@KenyaMissionUN"
2021-10-08,"1/4 PS @ForeignOfficeKE @AmbMKamau today at a Press Briefing highlighted
Kenya’s position ahead of the judgment by the ICJ in the case concerning maritime dispute with Somalia."
2021-10-07,"Kenya's first signature event at the #UNSC:   @AmbMKimani PR @KenyaMissionUN and Security Council President for the month of October, chairs the Briefing on Illicit Small Arms and Light Weapons
#KenyainUNSC
#KenyaASafePairofHandsforAfrica"
2021-10-07,"Kenya and Barbados have signed three agreements:
Trade and Investment; Air Service Agreement; and Development of the National Botanical Gardens of Barbados. CS Amb Raychelle Omamo signed for Kenya in the presence of H.E President Uhuru Kenyatta and H.E Mia Mottley PM of Barbados."
2021-10-06,"Mr. Anthony Branker, President of Barbados Chamber of Commerce and Industry and Mr. Richard Ngatia, President of the Kenya National Chamber of Commerce signed MOU that will see cooperation and promotion of trade and investment between Kenya and Barbados."
2021-10-06,"4/4  The #UNSC President re-emphasized Kenya's support for continued discussion on this subject with a view to seeking effective ways of supporting peace operations.
@KenyaMissionUN
#KenyainUNSC
#KenyaASafePairofHandsforAfrica"
2021-10-06,Central Bank Governors of both Kenya and Barbados address the Busines Forum in Barbados.
2021-10-05,"CS Amb Raychelle Omamo accompanied H.E President Uhuru Kenyatta during the handing over of the chairmanship of #UNCTAD to H.E @miaamormottley, PM of Barbados, and the High-Level leaders discussion on Building a more prosperous development path: Matching the scale of the moment."
2021-10-04,"A statement read on behalf of the A3+1 (Kenya, Niger, Tunisia &amp; Saint Vincent and the Grenadines) expressed deep concern about the crises facing Haiti &amp; called for intensified attention of the int'l community to stabilize the current situation. #KenyaUNSCPresidency
#KenyainUNSC"
2021-10-01,The CS outlined the program of work that will anchor Kenya's Presidency. Some of the signature events to take place during the month include 4 High Level Events 2 of which will be chaired by H.E. Uhuru Kenyatta and the other 2 at Ministerial Level will be chaired by the CS
2021-09-30,"Foreign Affairs CAS Hon. Ababu Namwamba held talks with H.E. Mrs. Katarína Žuffa Leligdonová, Ambassador of the Slovak Republic to Kenya. The two discussed bilateral cooperations in the area of Agriculture and Health.
@AbabuNamwamba"
2021-09-29,"Cabinet Secretary Amb Raychelle Omamo held talks with H.E  Hon Netumbo Nandi-Ndaitwah, Foreign Minister of  Namibia.
#UNGA
#UNGA76"
2021-09-26,"CS Amb Raychelle Omamo met her Niger counterpart H. E
Hassoumi Massoudou
Minister for Foreign
Affairs and African Integration. They discussed the important role the A3+ 1 plays in the #UNSC and commited to strengthening of bilateral relations between the two countries.
#UNGA"
2021-09-25,"CS Amb Raychelle Omamo met Félix Plasencia, Minister of People's Power for Foreign Affairs of Venezuela. They affirmed the role of multilateralism in solving global challenges including the covid 19 pandemic;committed to reinvigorating existing bilateral ties/ MoU in oil and gas."
2021-09-25,"Cabinet Secretary
@ForeignOfficeKE Amb Raychelle Omamo held bilateral meeting with  His Excellency Mr. Marcelo
Ebrard Casaubón @m_ebrard Secretary of Exterior Relations of Mexico.
#UNGA76"
2021-09-24,"Amb Raychelle Omamo, Kenya's Cabinet Secretary Ministry of Foreign Affairs held talks with Ms. Martha Ama Akyaa Pobee, Assistant Secretary-General for Africa, Department of Political and Peacebuilding Affairs (DPPA-DPO) at the UN.
#UNGA"
2021-09-23,"H.E. Ernesto Gómez Díaz,outgoing Ambassador of Cuba to Kenya today paid a farewell visit to Foreign Affairs PS @AmbMKamau as his tour of duty comes to an end. 1/2"
2021-09-23,CAS @AbabuNamwamba presided over the occasion commemorating the 91st National Day of the Kingdom of Saudi Arabia. He on behalf of the Government and People of Kenya conveyed congratulations to the government and people of the kingdom of Saudi Arabia as they marked this day.
2021-09-11,"Her Excellency Kersti Kaljulaid, President of the Republic of Estonia who is on an Official Visit to Kenya,this afternoon visited the Michuki Park for a tree planting exercise. H.E was received by Environment and Forestry C.S Keriako Tobiko and Nairobi Acting Governor Ann Kananu."
2021-09-09,@ForeignOfficeKE team giving a hand at the ongoing #AGRFSummit2021. The hybrid summit focus is on exploring the pathways and actions needed to accelerate recovery process and steer the continent towards resilient food systems.
2021-09-02,"Cabinet Secretary, Ministry of Foreign Affairs, Amb. Raychelle Omamo today made an official visit to Ethiopia and held extensive talks with the Deputy Prime Minister and Minister of Foreign Affairs of the Federal Democratic Republic of Ethiopia Hon. Demeke Mekonnen."
2021-08-24,"On trade, the JCC took note of the progress made by the Joint Trade Committee in addressing 30 out of the 64 challenges facing bilateral relations and urged the resolution of the remaining 34 issues before end of December 2021"
2021-08-23,"The senior technical officials of the two countries have been meeting since 20th August with the agenda among other issues, to review implementation of MoUs and Agreements, Status of  implementation of 3rd JCC and consider new areas of cooperation and draft MoUs."
2021-08-22,"Amb.Liberata Mulamula
Minister for Foreign Affairs and East African Cooperation of The
United Republic of Tanzania has this evening arrived in Kenya for the 4th Joint Commission for Cooperation  between 🇰🇪 and🇹🇿. She was received by @ForeignOfficeKE CS Amb Raychelle Omamo."
2021-08-20,"1. Foreign Affairs C.S Amb Raychelle Omamo held talks with Greece Ambassador to Kenya H.E  Antonios Sgouropoulos. They discussed trade relations between the two countries, particularly increasing  Foreign Direct Investment."
2021-08-20,"1/  CS @ForeignOfficeKE  Amb. Raychelle Omamo and H.E. Marta Lucia Ramirez, Vice President and Minister of Foreign Affairs of Colombia today virtually signed two bilateral instruments; MOU on Political Consultations and MoU between the two Foreign Service Academies."
2021-08-20,They welcomed the signing of MoUs on political consultations and cooperation between the diplomatic academies which took place virtually later in the day. The MoUs was signed by the CS Omamo on behalf of Kenya and the Vice president and minister of foreign affairs of Colombia.
2021-08-19,"The visit signaled the mutual commitment to elevate Kenya-Angola Relations to a status of strategic partnership. The two ministers held extensive bilateral discussions, during which they explored ways to accelerate the launch of the Kenya-Angola Joint Commission for Cooperation."
2021-08-10,CAS Hon @AbabuNamwamba this evening received South African Minister of International Relations Dr Naledi Pandor at JKIA. Dr. Pandor is in Kenya for bilateral talks with her host Amb.Raychelle Omamo and later participate in the inaugural 🇰🇪 - 🇿🇦Joint Commission for Cooperation
2021-08-10,#IYD2021 :  Promoting the Youth Agenda through Diplomacy
2021-08-08,The Minister of Foreign Affairs of the Federal Republic of Somalia Mohamed Abdirizak accompanied the Cabinet Secretary Amb Raychelle Omamo to the official opening ceremony of the new premises of the Chancery of the Embassy of Kenya in Somalia.
2021-08-08,"CS Amb Raychelle Omamo was granted an audience with H.E President Mohammed Abdullahi Mohammed Farmajo, during which she conveyed warm greetings and a message of goodwill from H.E. Uhuru Kenyatta, to H.E. President Farmajo, and through him to the Government and People of Somalia."
2021-08-08,"#IYD2021 :  In support of the Food Security and Nutrition Pillar under the Big Four Agenda, MFA continues to utilize diplomatic footprint to enhance the Country's capacity to achieve food Security through benchmarking."
2021-08-06,#IYD2021:A lot of activities take place globally on this day to encourage youth bring necessary changes into the world. MFA recognizes the need for youth to collectively &amp; individually engage in their own transformation. Physical activities improve health &amp; physical wellbeing.
2021-07-23,2. They discussed Trade and bilateral  issues particularly cooperation in agriculture  and  technology transfer and also cooperation at multilateral fora with both countries being elected members at the UN security council.
2021-07-22,Sierra Leone High Commissioner to Kenya H.E. MS Isatu A. Bundu made her maiden courtesy call on C.S Amb Raychelle Omamo.The two discussed ways of further strengthening ties through establishment of a JCC as well as the signing of Agreements to enable 🇰🇪 and 🇸🇱 engage more.
2021-07-22,"CS Amb Raychelle Omamo hosted dinner in honour of PRs of the A3+1members of #UNSC who are in the country for a retreat. Present were Dean of the Diplomatic Corp, Deans of various African Regional Economic blocks and Ambassadors from Latin American and Caribbean  based in Nairobi."
2021-07-22,Amb. Omamo further thanked Zambia for its support during Kenya candidature for membership to the UN security council and wished her well during  her tour of duty.
2021-07-21,"Foreign Affairs CAS @AbabuNamwamba today at JKIA received Hon Simon Coveney, Minister for Foreign Affairs and Defence of Ireland who is in Kenya for bilateral engagements. He is expected to hold talks with CS Amb. Raychelle Omamo and later meet H.E. President Uhuru Kenyatta."
2021-07-19,"Foreign Affairs PS Amb.Macharia Kamau inaugurated the A3+1 Retreat, in Nairobi, as part of Kenya’s execution of her peace and security mandate at both the UN Security Council and at the AUPSC. The team later in the day held an opportunity for a game drive at the Nrb.National Park"
2021-07-17,CS Amb Raychelle Omamo on the occasion of her visit to NY to attend High Level UN Security Council meetings also traveled to Washington DC where she visited Kenya Chancery and inspected the ongoing renovations at the Chancery. With her is her delegation and Amb Lazarus Amayo.
2021-07-17,"CS Amb Raychelle Omamo held talks with H.E Jean-Yves Le Drian,  French Minister for Europe and Foreign affairs and President of the Security Council for the month of July at the UN Security Council Chambers in New York."
2021-07-16,"24 Ministry of Foreign Affairs officers successfully completed basic Portuguese language training at the Foreign Service Academy in partnership with Portuguese Embassy in Kenya. The ceremony was held virtually, presided by Chief Administrative Secretary (CAS) Hon @AbabuNamwamba"
2021-07-16,Amb Omamo lauded Libya for the key milestones achieved in the peace process and encouraged continued national dialogue towards the delivery of the country's upcoming elections. She welcomed the establishment of the High National Reconciliation Commission. 2/2.
2021-07-15,"P.S @ForeignOfficeKE Ambasador Macharia Kamau held bilateral talks with Amb Mohamoud Ahamed Nur, Somalia Ambassador to Kenya and explored new areas of cooperation in the field of culture, trade, ICT, peace and Security. The two looked forward to deepening relations."
2021-07-09,"2/3 The visit was a follow-up on the successful State Visit to Kenya by Her Excellency Samia Suluhu Hassan, President of the United Republic of Tanzania in May 2021."
2021-07-09,"1/3 CS Amb. Raychelle Omamo today made a one-day official visit to the United Republic of Tanzania and held consultations with Amb. Liberata Mulamula, Tanzania's Foreign Affairs Minister on bilateral and regional issues of mutual interest to Kenya and Tanzania"
2021-06-30,"2/2 The discussions highlighted the strong bilateral relations that exists between Kenya and Italy,  access to Covid-19 vaccines, Climate Change and Kenya’s role in the security council that includes the advancement of a continental agenda in matters peace and security."
